Company name,Mattermark link,Website,URL,
The Currency Cloud,https://mattermark.com/app/data/83433/the-currency-cloud,currencycloud.com,http://currencycloud.com,
Jampp,https://mattermark.com/app/data/84097,jampp.com,http://jampp.com,
Adzuna,https://mattermark.com/app/data/55517/adzuna,adzuna.co.uk,http://adzuna.co.uk,
commuterclub.co.uk,https://mattermark.com/app/data/316843,commuterclub.co.uk,http://commuterclub.co.uk,
Alpha Financial Markets Consulting,https://mattermark.com/app/data/215317/alpha-financial-markets-consulting,alphafmc.com,http://alphafmc.com,
Aire,https://mattermark.com/app/data/239029,aire.io,http://aire.io,
blippar,https://mattermark.com/app/data/65036,blippar.com,http://blippar.com,
GymBox,https://mattermark.com/app/data/156327/gymbox,gymbox.co.uk,http://gymbox.co.uk,
MBA and Company,https://mattermark.com/app/data/57326,mbaco.com,http://mbaco.com,
pocketsocial.co.uk,https://mattermark.com/app/data/10018610,pocketsocial.co.uk,http://pocketsocial.co.uk,
MyBuilder,https://mattermark.com/app/data/16027/mybuilder,mybuilder.com,http://mybuilder.com,
HER,https://mattermark.com/app/data/129101/dattch,weareher.com,http://weareher.com,
Driftrock,https://mattermark.com/app/data/227333,driftrock.com,http://driftrock.com,
Tradeshift,https://mattermark.com/app/data/33241,tradeshift.com,http://tradeshift.com,
Resource Guru,https://mattermark.com/app/data/100395,resourceguruapp.com,http://resourceguruapp.com,
ClickMechanic,https://mattermark.com/app/data/139202,clickmechanic.com,http://clickmechanic.com,
Iwoca,https://mattermark.com/app/data/92371/iwoca,iwoca.co.uk,http://iwoca.co.uk,
Reevoo,https://mattermark.com/app/data/22575,reevoo.com,http://reevoo.com,
PlayCanvas,https://mattermark.com/app/data/135391/playcanvas,playcanvas.com,http://playcanvas.com,
GoCardless,https://mattermark.com/app/data/81356/gocardless,gocardless.com,http://gocardless.com,
Duedil,https://mattermark.com/app/data/41067/duedil,duedil.com,http://duedil.com,
moogsoft.com,https://mattermark.com/app/data/10010810,moogsoft.com,http://moogsoft.com,
Badoo,https://mattermark.com/app/data/674,badoo.com,http://badoo.com,
Winerist,https://mattermark.com/app/data/131808/winerist,winerist.com,http://winerist.com,
Amplience,https://mattermark.com/app/data/156321,amplience.com,http://amplience.com,
Pryynt,https://mattermark.com/app/data/10145356,pryynt.com,http://pryynt.com,
Marketinvoice,https://mattermark.com/app/data/63337,marketinvoice.com,http://marketinvoice.com,
Flat-Club,https://mattermark.com/app/data/68972/flat-club,flat-club.com,http://flat-club.com,
lifecake,https://mattermark.com/app/data/92504/lifecake,lifecake.com,http://lifecake.com,
trak.io,https://mattermark.com/app/data/146163/trak-io,trak.io,http://trak.io,
CheckoutSmart,https://mattermark.com/app/data/214798/checkoutsmart,checkoutsmart.com,http://checkoutsmart.com,
Chew.tv,https://mattermark.com/app/data/219646,chew.tv,http://chew.tv,
myDogBuddy,https://mattermark.com/app/data/181678,mydogbuddy.co.uk,http://mydogbuddy.co.uk,
Shoptagr,https://mattermark.com/app/data/226166/shoptagr,shoptagr.com,http://shoptagr.com,
BIZZBY,https://mattermark.com/app/data/129230,bizzby.com,http://bizzby.com,
Pay4later,https://mattermark.com/app/data/42827,pay4later.com,http://pay4later.com,
Dtex Systems,https://mattermark.com/app/data/159164,dtexsystems.com,http://dtexsystems.com,
Pockit,https://mattermark.com/app/data/142944/pockit,pockit.com,http://pockit.com,
Monese,https://mattermark.com/app/data/224423,monese.com,,
Unruly,https://mattermark.com/app/data/34099,unrulymedia.com,http://unrulymedia.com,
Revolut,https://mattermark.com/app/data/10648207,revolut.com,http://revolut.com,
Zone,https://mattermark.com/app/data/10911123,thisiszone.com,http://thisiszone.com,
IMPROBABLE,https://mattermark.com/app/data/219054/improbable,improbable.io,http://improbable.io,
Buzzmove,https://mattermark.com/app/data/186413/buzzmove,buzzmove.com,http://buzzmove.com,
OpenRent,https://mattermark.com/app/data/116922/openrent,openrent.co.uk,http://openrent.co.uk,
lovespace.co.uk,https://mattermark.com/app/data/282368,lovespace.co.uk,http://lovespace.co.uk,
Makers Academy,https://mattermark.com/app/data/195921,makersacademy.com,http://makersacademy.com,
Lending Works,https://mattermark.com/app/data/231545,lendingworks.co.uk,http://lendingworks.co.uk,
LANDBAY,https://mattermark.com/app/data/223550,landbay.co.uk,http://landbay.co.uk,
Six Degrees Group,https://mattermark.com/app/data/74548/six-degrees-group,6dg.co.uk,http://6dg.co.uk,
FarmDrop,https://mattermark.com/app/data/145053,farmdrop.co.uk,http://farmdrop.co.uk,
Gamer Guides,https://mattermark.com/app/data/135431,gamerguides.com,http://gamerguides.com,
We Are Pop Up,https://mattermark.com/app/data/100200/we-are-pop-up,wearepopup.com,http://wearepopup.com,
Twizoo,https://mattermark.com/app/data/10019063,twizoo.com,http://twizoo.com,
Wellbeing Network,https://mattermark.com/app/data/208516/wellbeing-network,wellbeingnetwork.com,http://wellbeingnetwork.com,
Synthesio,https://mattermark.com/app/data/10095,synthesio.com,http://synthesio.com,
Primo.io,https://mattermark.com/app/data/181724,primo.io,http://primo.io,
Linkdex,https://mattermark.com/app/data/32782,linkdex.com,http://linkdex.com,
HealthUnlocked,https://mattermark.com/app/data/79635/healthunlocked,healthunlocked.com,http://healthunlocked.com,
VouchedFor,https://mattermark.com/app/data/67507/vouchedfor,vouchedfor.co.uk,http://vouchedfor.co.uk,
CS Networks,https://mattermark.com/app/data/39612,cs-networks.net,http://cs-networks.net,
Onfido,https://mattermark.com/app/data/248918,onfido.com,http://onfido.com,
Lendable,https://mattermark.com/app/data/10906507,lendable.co.uk,http://lendable.co.uk,
Kantox,https://mattermark.com/app/data/69218/kantox,kantox.com,http://kantox.com,
Wowcracy,https://mattermark.com/app/data/134806/wowcracy,wowcracy.com,http://wowcracy.com,
MedicAnimal,https://mattermark.com/app/data/48177,medicanimal.com,http://medicanimal.com,
StuRents.com,https://mattermark.com/app/data/164147/sturents-com,sturents.com,http://sturents.com,
Arachnys,https://mattermark.com/app/data/69341,arachnys.com,http://arachnys.com,
Kabbee,https://mattermark.com/app/data/99590,kabbee.com,http://kabbee.com,
Zyncd,https://mattermark.com/app/data/238735,zyncd.com,http://zyncd.com,
Astley Clarke,https://mattermark.com/app/data/4871/astley-clarke,astleyclarke.com,http://astleyclarke.com,
DrEd Online Doctor,https://mattermark.com/app/data/74647/dred-online-doctor,dred.com,http://dred.com,
Ayondo,https://mattermark.com/app/data/72153/gekko-global-markets,ayondo.com,http://ayondo.com,
Tyntec,https://mattermark.com/app/data/125132/tyntec,tyntec.com,http://tyntec.com,
The Chapar,https://mattermark.com/app/data/108600/the-chapar,thechapar.com,http://thechapar.com,
BookingBug,https://mattermark.com/app/data/10333,bookingbug.com,http://bookingbug.com,
mop.io,https://mattermark.com/app/data/315951,mop.io,http://mop.io,
Living Indie,https://mattermark.com/app/data/191495/living-indie,livingindietv.com,http://livingindietv.com,
Blaze,https://mattermark.com/app/data/222178,blaze.cc,http://blaze.cc,
byyd,https://mattermark.com/app/data/265161,byyd-tech.com,http://byyd-tech.com,
Qinec,https://mattermark.com/app/data/102729/qinec,qinec.com,http://qinec.com,
TechHub,https://mattermark.com/app/data/33809/techhub,techhub.com,http://techhub.com,
Peak,https://mattermark.com/app/data/272683,peak.net,http://peak.net,
bridge-u.com,https://mattermark.com/app/data/280860,bridge-u.com,http://bridge-u.com,
Fanmode Labs International Ltd,https://mattermark.com/app/data/237728/fanmode-labs-international-ltd,fanmode.com,http://fanmode.com,
Match Capital Limited,https://mattermark.com/app/data/179623,matchcapitaluk.com,http://matchcapitaluk.com,
Hopster,https://mattermark.com/app/data/150883,hopster.tv,http://hopster.tv,
KidStart,https://mattermark.com/app/data/48330/kidstart,kidstart.co.uk,http://kidstart.co.uk,
Captify,https://mattermark.com/app/data/103448,captify.co.uk,http://captify.co.uk,
flypay,https://mattermark.com/app/data/200460,flypay.it,http://flypay.it,
Glisser,https://mattermark.com/app/data/10533502,glisser.com,http://glisser.com,
Affectv,https://mattermark.com/app/data/56009/affectv,affectv.co.uk,http://affectv.co.uk,
Minicabster,https://mattermark.com/app/data/170139/minicabster,minicabster.co.uk,http://minicabster.co.uk,
citysocializer,https://mattermark.com/app/data/125229/citysocializer,citysocializer.com,http://citysocializer.com,
CRISPR Therapeutics,https://mattermark.com/app/data/10468005,crisprtx.com,http://crisprtx.com,
Calastone,https://mattermark.com/app/data/33461/calastone,calastone.com,http://calastone.com,
Storygami,https://mattermark.com/app/data/146438/storygami,storygami.co,http://storygami.co,
TUIZZI.com,https://mattermark.com/app/data/104569/tuizzi-com,tuizzi.com,http://tuizzi.com,
Digital Shadows,https://mattermark.com/app/data/163222/digital-shadows,digitalshadows.com,http://digitalshadows.com,
Wheely,https://mattermark.com/app/data/52439/wheely,wheely.com,http://wheely.com,
Growth Intelligence,https://mattermark.com/app/data/103470,growthintel.com,http://growthintel.com,
toucanBox,https://mattermark.com/app/data/102548/toucanbox,toucanbox.com,http://toucanbox.com,
WhereInFair,https://mattermark.com/app/data/154537/whereinfair,whereinfair.com,http://whereinfair.com,
Microblr,https://mattermark.com/app/data/161338/microblr,microblr.com,http://microblr.com,
Smart Pension,https://mattermark.com/app/data/10922847,autoenrolment.co.uk,http://autoenrolment.co.uk,
Elastera,https://mattermark.com/app/data/150616/elastera,elastera.com,http://elastera.com,
Snupps,https://mattermark.com/app/data/110360/snupps,snupps.com,http://snupps.com,
ewi,https://mattermark.com/app/data/211544/ewi,ewirecruitment.com,http://ewirecruitment.com,
Puzl,https://mattermark.com/app/data/88138/puzl,puzl.com,http://puzl.com,
Eventstagr.am,https://mattermark.com/app/data/98975,eventstagr.am,http://eventstagr.am,
Lobster,https://mattermark.com/app/data/141692/lobster,ilobster.it,http://ilobster.it,
Big Data Partnership,https://mattermark.com/app/data/83007,bigdatapartnership.com,http://bigdatapartnership.com,
Velocity,https://mattermark.com/app/data/10722485,paywithvelocity.com,http://paywithvelocity.com,We are at capacity & growing
Mailcloud,https://mattermark.com/app/data/268933,mailcloud.com,http://mailcloud.com,"Sorry, no spare desks at Mailcloud at the moment."
Xceed,https://mattermark.com/app/data/196939/xceed-me,xceed.me,http://xceed.me,
Jinn,https://mattermark.com/app/data/222361/jinn,jinnapp.com,http://jinnapp.com,
SilverRail Technologies,https://mattermark.com/app/data/60284/silverrail-technologies,silverrailtech.com,http://silverrailtech.com,"Interesting proposition, Chris but not something we need at present. Thanks"
ReChannel,https://mattermark.com/app/data/164002,rechannel.co.uk,http://rechannel.co.uk,
Grabyo,https://mattermark.com/app/data/154336/grabyo,grabyo.com,http://grabyo.com,No desks available
Freespee,https://mattermark.com/app/data/36946/freespee,freespee.com,http://freespee.com,"We also rent desks from a media company so are unable to help you. (also, they are in France...)"
foodity,https://mattermark.com/app/data/74760/foodity,foodity.com,http://foodity.com,
NowWeComply,https://mattermark.com/app/data/11002834,nowwecomply.com,http://nowwecomply.com,
TicketForEvent,https://mattermark.com/app/data/100402,ticketforevent.com,http://ticketforevent.com,
Third Space Learning,https://mattermark.com/app/data/280097,thirdspacelearning.com,http://thirdspacelearning.com,
Scirra,https://mattermark.com/app/data/77408/scirra,scirra.com,http://scirra.com,
USEUM,https://mattermark.com/app/data/265277,useum.org,http://useum.org,
Victor,https://mattermark.com/app/data/235083/victor,flyvictor.com,http://flyvictor.com,
PowerLinks Media Ltd,https://mattermark.com/app/data/151683,powerlinks.com,http://powerlinks.com,
3nder,https://mattermark.com/app/data/246628,3nderapp.com,http://3nderapp.com,
Locappy,https://mattermark.com/app/data/210985,locappy.com,http://locappy.com,
FinGenius,https://mattermark.com/app/data/241813,fingenius.com,http://fingenius.com,
Rockabox,https://mattermark.com/app/data/116494/rockabox,rockabox.com,http://rockabox.com,
Funding Options,https://mattermark.com/app/data/100110/funding-options,fundingoptions.com,http://fundingoptions.com,
Touch Surgery,https://mattermark.com/app/data/133937,touch-surgery.com,http://touch-surgery.com,
Adizio,https://mattermark.com/app/data/113859/adizio,adizio.com,http://adizio.com,
Wooshii,https://mattermark.com/app/data/60516/wooshii,wooshii.com,http://wooshii.com,
Squirrly UK,https://mattermark.com/app/data/143217,squirrly.co,http://squirrly.co,
Loyalzoo,https://mattermark.com/app/data/264131,loyalzoo.com,http://loyalzoo.com,
Microco.sm,https://mattermark.com/app/data/152772,microco.sm,http://microco.sm,
eCourier.co.uk,https://mattermark.com/app/data/9269/ecourier-co-uk,ecourier.co.uk,http://ecourier.co.uk,
850 Sports Digest,https://mattermark.com/app/data/10939492,850sportsapp.com,http://850sportsapp.com,
SpottinStyle,https://mattermark.com/app/data/179742/spottinstyle,spottinstyle.com,http://spottinstyle.com,
SimpleTax,https://mattermark.com/app/data/122585/simpletax,gosimpletax.com,http://gosimpletax.com,
Glasses Direct,https://mattermark.com/app/data/2131/glasses-direct,glassesdirect.co.uk,http://glassesdirect.co.uk,
Rentify,https://mattermark.com/app/data/109004,rentify.com,http://rentify.com,
Realeyes,https://mattermark.com/app/data/115974,realeyesit.com,http://realeyesit.com,
discountif.com,https://mattermark.com/app/data/297392,discountif.com,http://discountif.com,
portr.com,https://mattermark.com/app/data/10029768,portr.com,http://portr.com,
Papayer,https://mattermark.com/app/data/186868,papayer.com,http://papayer.com,
SportStylist.com,https://mattermark.com/app/data/156196,sportstylist.com,http://sportstylist.com,
Hubbub,https://mattermark.com/app/data/127230,hubbub.co.uk,http://hubbub.co.uk,
Lawbite,https://mattermark.com/app/data/207252/lawbite,lawbite.co.uk,http://lawbite.co.uk,
Saberr,https://mattermark.com/app/data/157022/saberr,saberr.com,http://saberr.com,
Perfect Channel,https://mattermark.com/app/data/90564,perfectchannel.com,http://perfectchannel.com,
Thirtysevendegrees,https://mattermark.com/app/data/212972,thirtysevendegrees.co.uk,http://thirtysevendegrees.co.uk,
SUPENTA,https://mattermark.com/app/data/163768,supenta.com,http://supenta.com,
squirrel.me,https://mattermark.com/app/data/10215898,squirrel.me,http://squirrel.me,
Glow Digital Media,https://mattermark.com/app/data/74070/glow-digital-media,thisisglow.com,http://thisisglow.com,
EVRYTHNG,https://mattermark.com/app/data/27041,evrythng.com,http://evrythng.com,
Escape the City,https://mattermark.com/app/data/49487,escapethecity.org,http://escapethecity.org,
cube19,https://mattermark.com/app/data/102927/cube19,cube19.com,http://cube19.com,
Glownet,https://mattermark.com/app/data/191403/glownet,glownet.com,http://glownet.com,
Satago.,https://mattermark.com/app/data/158568,satago.co.uk,http://satago.co.uk,
Ekos Global,https://mattermark.com/app/data/171332/ekos-global,ekosglobal.com,http://ekosglobal.com,
Tastebuds,https://mattermark.com/app/data/49817/tastebuds,tastebuds.fm,http://tastebuds.fm,
Lulu,https://mattermark.com/app/data/74340/lulu,onlulu.com,http://onlulu.com,
BleepBleeps,https://mattermark.com/app/data/158803,bleepbleeps.com,http://bleepbleeps.com,
BuddyBounce,https://mattermark.com/app/data/39582/buddybounce,buddybounce.com,http://buddybounce.com,
MVNO Dynamics Limited,https://mattermark.com/app/data/245324,mvnodynamics.com,http://mvnodynamics.com,
Brainient,https://mattermark.com/app/data/25321/brainient,brainient.com,http://brainient.com,
GrantTree,https://mattermark.com/app/data/61592,granttree.co.uk,http://granttree.co.uk,
Pocket High Street,https://mattermark.com/app/data/256820,pockethighstreet.com,http://pockethighstreet.com,
Cortexica,https://mattermark.com/app/data/33865/cortexica,cortexica.com,http://cortexica.com,
On Device Research,https://mattermark.com/app/data/125546/on-device-research,ondeviceresearch.com,http://ondeviceresearch.com,
ReadWave,https://mattermark.com/app/data/121053/readwave,readwave.com,http://readwave.com,
Voyage Global Energy,https://mattermark.com/app/data/211555/voyage-global-energy,voyageglobalenergy.com,http://voyageglobalenergy.com,
Lowdownapp Ltd,https://mattermark.com/app/data/195275/lowdownapp-ltd,lowdownapp.co,http://lowdownapp.co,
Rapid Action Packaging,https://mattermark.com/app/data/17742,rapuk.com,http://rapuk.com,
DeskPRO,https://mattermark.com/app/data/7499,deskpro.com,http://deskpro.com,
Fliplet,https://mattermark.com/app/data/235807/fliplet,fliplet.com,http://fliplet.com,
MediaGamma,https://mattermark.com/app/data/10722925,mediagamma.com,http://mediagamma.com,
EZBOB,https://mattermark.com/app/data/96960/orange-money-dba-ezbob,ezbob.com,http://ezbob.com,
Board a boat,https://mattermark.com/app/data/188703/board-a-boat,boardaboat.com,http://boardaboat.com,
Wordy,https://mattermark.com/app/data/25497,wordy.com,http://wordy.com,
Realtime Games,https://mattermark.com/app/data/195898,ultimatefanlive.com,http://ultimatefanlive.com,
GIGAS,https://mattermark.com/app/data/81980/gigas,gigas.com,http://gigas.com,
Profile Financial Services,https://mattermark.com/app/data/10926227,profilefs.co.uk,http://profilefs.co.uk,
Mojn,https://mattermark.com/app/data/237928,mojn.com,http://mojn.com,
Graduway,https://mattermark.com/app/data/110114,graduway.com,http://graduway.com,
LoveLive.TV,https://mattermark.com/app/data/190985,lovelive.tv,http://lovelive.tv,
Aframe,https://mattermark.com/app/data/52350/aframe,aframe.com,http://aframe.com,
Flubit Limited,https://mattermark.com/app/data/70877/flubit-limited,flubit.com,http://flubit.com,
CertiVox,https://mattermark.com/app/data/34977/certivox,certivox.com,http://certivox.com,
Viewsy,https://mattermark.com/app/data/93512,viewsy.com,http://viewsy.com,
iocs-systems.com,https://mattermark.com/app/data/292616,iocs-systems.com,http://iocs-systems.com,
Zealify,https://mattermark.com/app/data/172641/zealify,zealify.com,http://zealify.com,
doPay,https://mattermark.com/app/data/227116,do-pay.com,http://do-pay.com,
Gluru,https://mattermark.com/app/data/10908444,gluru.co,http://gluru.co,
Elliptic,https://mattermark.com/app/data/238758,elliptic.co,http://elliptic.co,
JumpIn,https://mattermark.com/app/data/157094,jumpinstudent.co.uk,http://jumpinstudent.co.uk,
Picture Production Company,https://mattermark.com/app/data/149782,theppc.com,http://theppc.com,
VisualDNA,https://mattermark.com/app/data/132311/visualdna,visualdna.com,http://visualdna.com,
StrategyEye,https://mattermark.com/app/data/33909,strategyeye.com,http://strategyeye.com,
Openplay,https://mattermark.com/app/data/80399/openplay,openplay.co.uk,http://openplay.co.uk,
We've,https://mattermark.com/app/data/154585,weve.com,http://weve.com,
